BPrev,BStreak,B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,Date,Event_ID,Fight_ID,Last_round,Max_round,RPrev,R_Age,R_Height,R_HomeTown,R_ID,R_Location,R_Name,R_Weight,winby,winner
2,2,40,190,"Bloomington, Illinois USA",1163,"Indianapolis, Indiana USA",Matt Mitrione,120,12/16/2014,695,5070,1,3,1,39,187,Rio de Janeiro Brazil,375,"Worcester, Massachusetts USA",Gabriel Gonzaga,109,KO/TKO,blue
0,0,29,190,"St. Louis, Missouri USA",2364,"Cuba, Missouri USA",Jake Collier,93,12/22/2014,696,5139,1,3,1,39,185,"Joinvillve, Santa Catarina Brazil",2245,Rio de Janeiro Brazil,Vitor Miranda,84,KO/TKO,red
2,1,31,177,"Bluefield, Virginia USA",2053,"Dallas, Texas USA",Sean Spencer,77,1/20/2015,698,5149,3,3,2,31,185,Dublin Ireland,2269,Dublin Ireland,Cathal Pendred,77,DEC,red
0,0,41,162,Kanagawa Japan,940,Tokyo Japan,Norifumi Yamamoto,61,3/4/2015,700,5176,2,3,1,30,170,"Tucson, Arizona USA",2331,"Scottsdale, Arizona USA",Roman Salazar,61,,no contest
0,0,28,177,"Amarillo, Texas USA",2429,"Boulder, Colorado USA",Cody Pfister,70,2/16/2015,701,5196,2,3,1,30,177,Frankfurt Germany,2268,"Los Angeles, California USA",James Moontasri,77,SUB,red
2,1,32,187,"Milwaukee, Wisconsin United States",2264,"Temecula, California United States",Sam Alvey,93,2/23/2015,703,5184,1,3,2,33,185,"Ibitinga, Sao Paulo Brazil",1991,"Miami, Florida United States",Cezar Ferreira,84,KO/TKO,blue
1,0,35,185,"Salmon, Idaho USA",2321,"Denver, Colorado USA",Josh Copeland,111,3/16/2015,704,5288,3,3,3,32,187,"Sandpoint, Idaho USA",2105,"Arlington, Texas USA",Jared Rosholt,120,KO/TKO,red
3,1,28,182,"Palos Heights, Illinois United States",2159,"Boston, Massachusetts United States",Tony Martin,70,3/23/2015,713,5275,2,3,2,38,182,Rio de Janeiro Brazil,2078,"Campos, Rio de Janeiro Brazil",Leonardo Santos,70,SUB,red
1,0,32,172,"Visalia, California USA",2314,"Visalia, California USA",Cain Carrizosa,70,3/23/2015,713,5276,3,3,1,29,177,"Balneario Camboriu, Santa Catarina Brazil",2001,"Balneario Camboriu, Santa Catarina Brazil",Leonardo Mafra,70,DEC,red
2,1,29,172,"Omaha, Nebraska United States ",1340,"Denver, Colorado United States",Drew Dober,70,3/26/2015,713,5277,2,3,2,32,175,Sao Paulo Brazil,2073,Sao Paulo Brazil,Leandro Silva,70,SUB,no contest
2,1,35,177,"Tijuana, Baja California Mexico",2287,"Tijuana, Baja California Mexico",Akbarh Arreola,70,3/23/2015,713,5283,3,3,3,40,175,"Amarante, Piaui Brazil",1997,"Brasilia, Distrito Federal Brazil",Francisco Trinaldo,70,DEC,red
1,0,38,170,"Sioux Falls, South Dakota USA",1401,"Venice, California USA",Shayna Baszler,61,3/23/2015,713,5292,1,3,1,30,172,"Salvador, Bahia Brazil",1719,"Miami, Florida United States",Amanda Nunes,61,KO/TKO,red
2,1,28,180,"Federal Way, Washington United States ",2119,"Sacramento, California United States ",Andre Fili,65,3/23/2015,713,5293,1,3,2,31,170,"Fortaleza, Ceara Brazil",1993,"Fortaleza, Ceara Brazil",Godofredo Pepey,65,SUB,red
3,1,36,172,Kagoshima Japan,941,Tokyo Japan,Katsunori Kikuno,65,3/23/2015,713,5321,1,3,1,33,182,"Salvador, Bahia Brazil",2092,Florianopolis Brazil,Kevin Souza,65,KO/TKO,red
1,0,28,177,"Azusa, California United States of America",2322,"Hawthorne, California United States",Christos Giagos,70,3/23/2015,713,5322,1,3,1,38,172,"Nilopolis, Rio de Janeiro Brazil",2353,Rio de Janeiro Brazil,Jorge de Oliveira,77,SUB,blue
0,0,39,165,Bogotá Colombia,2462,Cundinamarca Colombia,Fredy Serrano,56,7/19/2016,713,5324,3,3,0,35,162,Santa Cruz Bolivia,2463,"Boca Raton, Florida USA",Bentley Syler,56,KO/TKO,blue
0,0,44,187,Vinkovci Croatia,219,Zagreb Croatia,Mirko Cro Cop,99,4/13/2015,714,5278,3,5,2,39,187,Rio de Janeiro Brazil,375,"Worcester, Massachusetts USA",Gabriel Gonzaga,109,KO/TKO,blue
1,1,35,187,Cieszyn Poland,2300,Warsaw Poland,Jan Blachowicz,93,4/13/2015,714,5279,3,3,1,38,185,"Sacramento, California United States",2009,London England,Jimi Manuwa,93,DEC,red
1,0,34,185,"Edmonton, Alberta Canada",2225,"St. Albert, Alberta Canada",Sheldon Westcott,77,4/13/2015,714,5286,3,3,1,29,182,Lodz Poland,2209,Lodz Poland,Pawel Pawlak,77,DEC,red
0,0,36,185,"Vereeniging, Gauteng South Africa",2428,"Sunninghill, Johannesburg Gauteng South Africa",Garreth McLellan,84,8/29/2016,714,5287,3,3,0,32,182,Warsaw Poland,2490,Warsaw Poland,Bartosz Fabinski,84,DEC,red
0,0,31,180,"Vitry-sur-Seine, Paris France",2503,Paris France,Mickael Lebout,70,4/13/2015,714,5317,3,3,0,36,182,São Paulo Brasil,1992,Curitiba Brazil,Sergio Moraes,77,DEC,red
3,0,38,195,"Kent, Washington United States",2215,"Albuquerque, New Mexico United States",Anthony Hamilton,118,4/13/2015,714,5318,3,3,1,36,182,"Sokolow, Podlaski Poland",2083,Warsaw Poland,Daniel Omielanczuk,112,DEC,blue
1,0,27,182,Kingston Jamaica,2329,Birmingham England,Leon Edwards,77,4/13/2015,714,5319,1,3,2,36,190,"Kauai, Hawaii USA",1547,"Apache Junction, Arizona USA",Seth Baczynski,77,KO/TKO,blue
0,0,28,177,Fife Scotland,2502,Fife Scotland,Stevie Ray,70,4/13/2015,714,5320,2,3,1,28,177,Pabianice Poland,2301,Lodz Poland,Marcin Bandel,70,KO/TKO,blue
0,0,27,170,Volnogorsk Ukraine,2465,Volnogorsk Ukraine,Maryna Moroz,52,10/22/2017,714,5348,1,3,1,32,167,Irvine Scotland,2339,Glasgow Scotland,Joanne Calderwood,56,SUB,blue
0,0,31,175,Taipei Taiwan,2467,Taipei Taiwan,Rocky Lee,65,10/22/2017,714,5363,3,3,0,26,167,Paris France,2326,Paris France,Taylor Lapilus,61,DEC,red
2,0,37,175,"Santa Ana, California USA",2041,"Glendale, Arizona USA",Yaotzin Meza,65,4/13/2015,714,5424,3,3,0,28,165,Zgierz Poland,2504,Lodz Poland,Damian Stasiak,61,DEC,blue
3,2,39,167,"Isla Vista , California USA",959,"Sacramento, California USA",Urijah Faber,61,5/18/2015,716,5327,5,5,2,36,167,"Summit, New Jersey United States",451,"Toms River, New Jersey United States",Frankie Edgar,65,DEC,red
1,0,,,,2298,,Yao Zhikui,,5/18/2015,716,5328,3,3,1,30,167,"Palm Springs, California USA",2303,"Huntington Beach, California USA",Nolan Ticman,56,DEC,blue
1,0,34,180,"Burns Lake, British Columbia Canada",2231,"Vancouver, British Columbia Canada",Kajan Johnson,70,5/18/2015,716,5329,3,3,3,28,180,Inner Mongolia Province P.R. China,2179,Beijing China,Zhang Lipeng,70,DEC,blue
2,0,34,180,"Spokane, Washington United States",2019,Hagatna Guam,Jon Tuck,70,5/18/2015,716,5330,1,3,2,35,175,Seoul South Korea,2145,Seoul South Korea,Tae Hyun Bang,70,SUB,blue
3,0,29,187,"Goiania, Goias Brazil",2282,"Atlanta, Georgia USA",Dhiego Lima,77,7/8/2016,716,5331,1,3,2,30,182,Xinjiang China,2206,Beijing China,Li Jingliang,77,KO/TKO,red
1,1,37,175,Seoul South Korea,2169,Seoul South Korea,Yui Chul Nam,65,11/30/2015,716,5334,3,3,0,34,175,"Brooklyn, New York United States",515,"Brooklyn, New York United States",Phillipe Nover,65,DEC,red
0,0,29,172,"Gori, Georgia USA",2430,"Oceanside, New York USA",Levan Makashvili,65,5/18/2015,716,5356,3,3,2,32,172,Baguio City Philippines,2190,Baguio City Philippines,Mark Eddiva,65,DEC,blue
2,1,38,180,Limassol Cyprus,1781,"Long Island , New York USA",Costas Philippou,84,5/18/2015,716,5373,3,3,4,33,187,Tehran Iran,786,"Leiden, Holland The Netherlands",Gegard Mousasi,84,DEC,red
6,6,31,190,"Brooklyn, New York United States",2047,"Denver, Colorado United States",Neil Magny,77,5/18/2015,716,5374,2,3,2,33,190,Seoul South Korea,2020,Seoul South Korea,Hyun Gyu Lim,77,KO/TKO,blue
3,0,30,198,London England,2064,Cambridge England,Luke Barnatt,84,5/18/2015,716,5386,3,3,2,40,182,"Vallejo, California USA",653,"Lake Forest, California USA",Mark Munoz,84,DEC,red
2,2,31,170,Singapore,2147,Singapore,Royston Wee,61,8/10/2016,716,5387,2,3,1,36,162,"Cangzhou, Hebei province P.R. China",2182,Beijing China,Ning Guangyou,61,KO/TKO,red
2,0,31,167,Tamuning Guam,2143,Tamuning Guam,Jon Delos Reyes,56,5/18/2015,716,5388,2,3,1,27,162,Mountain Province Philippines,2253,Baguio City Philippines,Roldan Sangcha-an,56,SUB,blue
3,3,40,190,"Bloomington, Illinois USA",1163,"Indianapolis, Indiana USA",Matt Mitrione,120,2/4/2016,717,5368,1,3,1,36,193,"Kenosha, Wisconsin USA",969,"Kenosha, Wisconsin USA",Ben Rothwell,120,SUB,red
3,0,48,180,"Downey, California USA",129,"Temecula, California USA",Dan Henderson,84,6/8/2015,717,5369,1,5,3,37,182,"Lincolnville, Maine United States",435,"Sunbury, Pennsylvania United States",Tim Boetsch,84,KO/TKO,blue
4,1,33,190,"New Orleans, Louisiana United States",2082,"Houston, Texas United States",Derrick Lewis,118,6/8/2015,717,5385,2,3,3,33,182,"El Paso, Texas USA",1850,"Baton Rouge, Louisiana USA",Shawn Jordan,118,KO/TKO,red
1,0,29,190,"St. Louis, Missouri USA",2364,"Cuba, Missouri USA",Jake Collier,93,8/12/2015,717,5389,3,3,1,34,180,"Dourados, Mato Grosso do Sul Brazil",2249,"Huntington Beach, California USA",Ricardo Abreu,84,DEC,blue
1,0,32,172,"Tucson, Arizona USA",2308,"Tucson, Arizona USA",Anthony Birchak,61,6/8/2015,717,5402,1,3,1,31,167,"Porterville, California United States",2309,"Porterville, California United States",Joe Soto,61,KO/TKO,blue
2,1,30,182,"Kizlyar, Dagestan Russia",2104,Makhachkala Russia,Omari Akhmedov,84,6/8/2015,717,5410,1,3,1,37,182,"La Porte, Indiana USA",1209,"Chicago, Illinois USA",Brian Ebersole,77,KO/TKO,blue
3,2,31,177,"Makaha, Hawaii United States",1481,"Makaha, Hawaii United States",Yancy Medeiros,77,6/8/2015,717,5436,1,3,3,29,175,"Lafayette, Louisiana United States",1595,"Coconut Creek, Florida United States",Dustin Poirier,70,KO/TKO,red
1,0,25,172,Managua Nicaragua,2363,"Los Angeles, California USA",Leonardo Morales,61,6/8/2015,717,5438,1,3,1,28,172,"Tlaltenango, Zacatecas Mexico",2355,"San Diego, California United States ",Jose Quinonez,61,SUB,red
3,0,30,177,"Miami, Florida United States",1755,"Miami, Florida United States",Alex Caceres,65,6/8/2015,717,5449,1,3,2,37,172,"Whittier, California USA",1689,"Buena Park, California USA",Francisco Rivera,61,KO/TKO,red
1,0,27,172,"Los Angeles, California United States ",2238,"Los Angeles, California United States ",Brian Ortega,65,6/8/2015,717,5481,3,3,1,33,170,Florianopolis Brazil,533,Florianopolis Brazil,Thiago Tavares,65,KO/TKO,blue
2,1,28,177,"Azusa, California United States of America",2322,"Hawthorne, California United States",Christos Giagos,70,6/8/2015,717,5498,3,3,2,31,177,"Rockville Centre, New York United States",2313,"Islip, New York United States ",Chris Wade,70,DEC,red
2,0,44,177,South Auckland New Zealand,735,Sydney Australia,Mark Hunt,120,5/11/2015,718,5335,5,5,3,36,193,"Euclid, Ohio United States",1852,"Independence, Ohio United States",Stipe Miocic,109,KO/TKO,red
3,2,27,182,Middlemore New Zealand,2037,Sydney Australia,Robert Whittaker,84,5/11/2015,718,5336,1,3,4,30,185,"Kailua, Hawaii United States",1546,"Las Vegas, Nevada United States",Brad Tavares,84,KO/TKO,blue
3,1,35,185,"Cottage Grove, Minnesota USA",2205,"Salt Lake City, Utah USA",Sean O'Connell,93,5/11/2015,718,5337,1,3,1,46,190,Sydney Australia,175,Sydney Australia,Anthony Perosh,93,KO/TKO,blue
2,2,31,190,"Olney, Texas United States",1984,"Fort Worth, Texas United States",James Vick,70,5/11/2015,718,5338,1,3,2,24,180,"Melbourne, Victoria Australia",2258,"Epping, Victoria Australia",Jake Matthews,77,SUB,blue
1,0,35,162,"Olympia, Washinton USA",2349,"Olympia, Washington USA",Lisa Ellis,52,5/11/2015,718,5339,1,3,1,29,167,Tasmania Australia,2345,Brisbane Australia,Bec Rawlings,56,SUB,red
1,0,29,185,Bath England,2030,Melksham England,Bradley Scott,77,5/11/2015,718,5340,2,3,1,38,185,Wellington New Zealand,2062,"Gold Coast, Queensland Australia",Dylan Andrews,84,SUB,blue
1,0,27,162,"Ewa Beach, Hawaii United States ",2306,"Ewa Beach, Hawaii United States ",Kailin Curran,52,5/11/2015,718,5341,3,3,1,39,160,Sydney Australia,2346,Sydney Australia,Alex Chambers,52,SUB,red
1,0,31,175,Melbourne Australia,2295,Brisbane Australia,Brendan O'Reilly,77,5/11/2015,718,5342,3,3,3,41,180,"Melbourne, Victoria Australia",2226,"Melbourne, Victoria Australia",Vik Grujic,77,DEC,blue
2,0,28,182,Auckland New Zealand,2254,Auckland New Zealand,Dan Hooker,70,3/10/2016,718,5350,2,3,2,35,180,"Nagoya, Aichi Pref. Japan",733,"Nagoya, Aichi Pref. Japan",Hatsu Hioki,65,KO/TKO,blue
0,0,29,177,"Marlton, NJ USA",2506,"Marlton, NJ USA",Jonavin Webb,77,2/11/2016,718,5375,3,3,1,38,185,"Dubbo, New South Wales Australia",1549,"Albuquerque, New Mexico USA",Kyle Noke,77,DEC,red
3,2,32,187,"Milwaukee, Wisconsin United States",2264,"Temecula, California United States",Sam Alvey,93,3/9/2016,718,5401,1,3,2,40,182,"Melbourne, Victoria Australia",2324,"Melbourne, Victoria Australia",Daniel Kelly,84,KO/TKO,blue
3,0,39,180,"Lafayette, Louisiana United States",1409,"San Jose, California United States",Daniel Cormier,106,5/29/2015,719,5343,3,5,3,34,187,"Dublin, Georgia United States",516,"Boca Raton, Florida United States",Anthony Johnson,93,SUB,blue
0,0,41,182,Rio de Janeiro Brazil,295,Rio de Janerio Brazil,Vitor Belfort,84,5/25/2015,719,5344,1,5,1,34,187,"Mineola, New York United States",1769,"Baldwin, New York United States",Chris Weidman,84,KO/TKO,red
2,1,33,172,"Halifax, Nova Scotia Canada",1675,"Montreal, Quebec Canada",John Makdessi,70,5/24/2015,719,5345,2,3,6,35,185,"Denver, Colorado United States",1076,"Albuquerque, New Mexico United States",Donald Cerrone,77,KO/TKO,red
2,2,39,190,Minsk Belarus,367,"Chicago, Illinois United States",Andrei Arlovski,109,5/25/2015,719,5346,1,3,2,36,200,"Honolulu, Hawaii United States",1515,"San Diego, California United States",Travis Browne,115,KO/TKO,blue
4,2,34,167,"Phoenix, Arizona United States",2007,"Phoenix, Arizona United States",John Moraga,56,5/24/2015,719,5347,3,3,2,34,162,"San Antonio, Texas USA",911,"Las Cruces, New Mexico USA",Joseph Benavidez,56,DEC,red
0,0,35,177,"Linton, North Dakota USA",2273,"Coconut Creek, Florida USA",Leo Kuntz,70,6/5/2015,719,5351,2,3,0,26,177,Dagestan Russia,2466,Makhachkala Russia,Islam Makhachev,70,SUB,red
3,1,35,162,"Bethlehem, Pennsylvania USA",2152,"Philadelphia, Pennsylvania USA",Zach Makovsky,56,5/23/2015,719,5352,3,3,1,34,160,"Albuquerque, New Mexico United States",1904,"Albuquerque, New Mexico United States",John Dodson,61,DEC,red
2,0,34,162,"Las Vegas, Nevada USA",2135,"St. Charles, Missouri USA",Joshua Sampo,56,6/4/2015,719,5365,3,3,3,26,170,"Spartanburg, South Carolina United States",2126,"Spartanburg, South Carolina United States",Justin Scoggins,61,DEC,red
2,2,30,180,"Clovis, California United States",2297,"Fort Lauderdale, Florida United States",Colby Covington,77,5/25/2015,719,5367,3,3,2,43,182,"Dresden, Tennessee United States",870,"Las Vegas, Nevada United States",Mike Pyle,77,DEC,blue
1,0,38,177,"Salt Lake City, Utah United States",407,"Draper, Utah United States",Joshua Burkman,77,1/27/2016,719,5372,3,3,2,36,187,Suwon South Korea,455,Busan South Korea,Dong Hyun Kim,77,SUB,red
3,2,35,182,Belo Horizonte Brazil,1594,"New York City, New York United States",Rafael Natal,84,5/25/2015,719,5376,3,3,2,34,182,Spanish Town Jamaica,2069,"Queens, New York United States",Uriah Hall,84,DEC,blue
2,2,41,193,Porto Alegre Brazil,308,"Los Angeles, California United States",Fabricio Werdum,104,6/15/2015,720,5353,3,5,0,36,185,"Yuma, Arizona USA",497,"San Jose, California USA",Cain Velasquez,109,SUB,blue
1,0,34,175,"Philadelphia, Pennsylvania United States",890,"Philadelphia, Pennsylvania  United States",Eddie Alvarez,70,6/15/2015,720,5359,3,3,1,36,175,"Santa Ana, California United States",778,"San Francisco, California United States",Gilbert Melendez,70,DEC,blue
1,1,33,160,"Clinton, Maryland United States",2352,"San Diego, California United States",Angela Hill,52,6/15/2015,720,5360,3,3,1,29,154,"Fall River, Massachusetts United States",2340,"Colorado Springs, Colorado United States",Tecia Torres,52,DEC,red
2,1,32,175,"Peabody, Massachusetts United States",2330,"Coconut Creek, Florida United States",Charles Rosa,65,6/15/2015,720,5362,3,3,1,26,180,"Parral, Chihuahua Mexico",2362,"Chicago, Illinois United States",Yair Rodriguez,65,DEC,red
2,0,39,182,"Lander, Wyoming United States",372,"Denver, Colorado United States",Nate Marquardt,84,6/15/2015,720,5408,2,3,4,26,175,"San Jose, California United States",2070,"Yuma, Arizona United States",Kelvin Gastelum,84,KO/TKO,red
1,0,37,172,"Miami, Florida United States",2219,"Homestead, Florida United States",Patrick Williams,61,12/2/2017,720,5411,1,3,1,29,167,Estado de Mexico Mexico,2354,"San Jose, California United States ",Alejandro Perez,61,SUB,blue
3,0,29,172,"Omaha, Nebraska United States ",1340,"Denver, Colorado United States",Drew Dober,70,6/15/2015,720,5412,1,3,2,32,175,"San Luis Rio Colorado, Sonora Mexico",542,"Tempe, Arizona USA",Efrain Escudero,70,SUB,red
2,2,29,177,"Jefferson, Iowa United States",2262,"Jefferson, Iowa United States",Johnny Case,70,6/15/2015,720,5413,3,3,1,36,175,Mexico City Mexico,2175,"McAllen, Texas USA",Francisco Trevino,70,DEC,blue
2,1,25,180,"Payson, Utah USA",2312,"Castle Dale, Utah USA",Clay Collard,65,6/15/2015,720,5414,3,3,1,30,172,"Tijuana, Baja California Mexico",2360,"Tijuana, Baja California Mexico",Gabriel Benitez,65,DEC,red
3,1,33,167,"Milwaukee, Wisconsin USA",2010,"Milwaukee, Wisconsin USA",Chico Camus,56,6/15/2015,720,5477,3,3,2,31,162,"Los Angeles, California United States",2299,"Phoenix, Arizona United States",Henry Cejudo,56,DEC,red
3,3,30,175,Dublin Ireland,2057,Dublin Ireland,Conor McGregor,70,7/13/2015,721,5354,2,5,2,33,167,"Hanford, California USA",1484,"Sacramento, California USA",Chad Mendes,65,KO/TKO,blue
3,3,29,182,"Quesnel, B.C. Canada",1176,"Montreal, Quebec Canada",Rory MacDonald,77,7/13/2015,721,5355,5,5,4,36,180,"San Diego, California United States ",471,"Coconut Creek, Florida United States ",Robbie Lawler,77,KO/TKO,red
3,0,32,175,"Des Moines, Iowa United States",545,"San Diego, California United States",Jeremy Stephens,65,7/13/2015,721,5418,3,3,3,31,167,"Saugerties, New York United States",1907,"Lindenhurst, New York United States",Dennis Bermudez,65,KO/TKO,blue
1,0,33,187,"Denver, Colorado USA",1331,"Denver, Colorado USA",Brandon Thatch,77,7/13/2015,721,5463,1,3,3,30,180,Reykjavik Iceland,2015,Reykjavik Iceland,Gunnar Nelson,77,SUB,red
3,0,35,170,"Boston, Massachusetts USA",646,"Boston, Massachusetts USA",John Howard,77,7/13/2015,721,5464,3,3,4,31,185,Dublin Ireland,2269,Dublin Ireland,Cathal Pendred,77,DEC,blue
2,0,31,175,Santiago Dominican Republic,2130,"Montreal, Quebec Canada",Alex Garcia,77,7/13/2015,721,5465,3,3,0,39,185,"Houston, Texas USA",379,Phuket Thailand,Mike Swick,77,DEC,blue
1,1,37,172,"Tijuana, Baja California Mexico",2356,"Tijuana, Baja California Mexico",Henry Briones,61,7/13/2015,721,5466,3,3,1,27,172,"Uhrichsville, Ohio USA",2369,"Sacramento, California USA",Cody Garbrandt,61,DEC,red
5,4,34,187,"Wilburton, Oklahoma United States",1952,"Albuquerque, New Mexico United States",Tim Means,77,7/13/2015,721,5474,1,3,3,37,182,"Xenia, Ohio USA",432,"Denver, Colorado USA",Matt Brown,77,SUB,red
2,2,27,170,Sao Paulo Brazil,2325,Sao Paulo Brazil,Thomas Almeida,61,7/13/2015,721,5482,2,3,3,40,167,East London England,1170,East London England,Brad Pickett,61,KO/TKO,blue
1,0,28,177,"Amarillo, Texas USA",2429,"Boulder, Colorado USA",Cody Pfister,70,7/13/2015,721,5509,3,3,3,33,172,Havana Cuba,2185,"Miami, FL USA",Yosdenis Cedeno,70,DEC,blue
3,1,27,175,"Honolulu, Hawaii United States",2166,"Kapolei, Hawaii  United States",Louis Smolka,56,7/8/2017,721,5514,3,3,3,39,162,Dublin Ireland,2196,Dublin Ireland,Neil Seery,56,DEC,blue
1,0,42,187,"Vitoria da Conquista, Bahia Brazil",797,Rio de Janeiro Brazil,Rogerio Nogueira,93,11/14/2016,724,5406,3,3,2,36,185,Curitiba Brazil,457,Curitiba Brazil,Mauricio Rua,93,DEC,red
1,0,42,190,Bahia Brazil,272,Rio de Janeiro Brazil,Minotauro Nogueira,109,8/2/2015,724,5472,3,3,1,30,213,Beverwijk The Netherlands,649,Beverwijk The Netherlands,Stefan Struve,120,DEC,red
3,1,41,193,Perth Australia,306,Perth Australia,Soa Palelei,120,8/2/2015,724,5555,2,3,2,28,187,"João Pessoa, Paraíba Brazil",1431,"Coconut Creek, Florida United States",Antonio Silva,84,KO/TKO,red
7,7,31,190,"Brooklyn, New York United States",2047,"Denver, Colorado United States",Neil Magny,77,8/2/2015,724,5556,2,3,3,40,185,Sao Paulo Brazil,326,Sao Paulo Brazil,Demian Maia,77,SUB,red
3,3,37,185,St. Tropez France,2227,"Montreal, Quebec Canada",Nordine Taleb,77,8/4/2015,724,5557,2,3,2,27,180,"Governador Valadares, Minas Gerais Brazil",2247,Rio de Janeiro Brazil,Warlley Alves,77,SUB,red
5,0,37,187,"Doylestown, Pennsylvania United States",1694,"Boca Raton, Florida United States",Patrick Cummins,93,2/1/2016,724,5558,3,3,1,38,185,"Ilha Solteira, Sao Paulo Brazil",1390,Rio de Janeiro Brazil,Rafael Feijao,93,KO/TKO,blue
0,0,36,162,"Houston , Texas United States",2569,"Coconut Creek, Florida United States",Jessica Aguilar,52,8/2/2015,724,5563,3,3,2,29,162,"Mossoro, Rio Grande do Norte Brazil",2277,Rio de Janeiro Brazil,Claudia Gadelha,52,DEC,red
